Name,Employee ID,Service Center,Date,Reweigh Total,Reweigh Captured,Reweigh Percentage
Amy Escobar,24798974,SHV,2023-08-25,16,10,0.62
Latoya Salazar,67499931,OKC,2023-08-25,21,15,0.71
Brenda Anderson,19927556,SHV,2023-08-25,44,17,0.39
Rachel Williams,82865659,FTW,2023-08-25,10,7,0.7
Dana Stewart,60786305,STX,2023-08-25,70,13,0.19
Sandra Harris,96132022,DAL,2023-08-25,11,9,0.82
James Roach,20716601,STX,2023-08-25,1,0,0.0
Anna Arnold,66814478,DAL,2023-08-25,3,3,1.0
Jose Mendoza,69637807,HOU,2023-08-25,3,0,0.0
Charles Lloyd,98201322,OKC,2023-08-25,5,5,1.0
Sheryl Hill,34639709,DAL,2023-08-25,9,2,0.22
David Murray,6339396,DAL,2023-08-25,25,2,0.08
Patricia Jackson,39617078,SHV,2023-08-25,17,2,0.12
Jordan Riggs,45897467,DAL,2023-08-25,14,1,0.07
Gregory Stewart,4886122,HOU,2023-08-25,15,9,0.6
Mark Collier,9309564,OKC,2023-08-25,24,19,0.79
Lauren Singleton,42856486,STX,2023-08-25,9,6,0.67
Ronald Duarte,50493362,SHV,2023-08-25,65,51,0.78
John White,93384238,STX,2023-08-25,26,12,0.46
Sandra Hopkins,48756022,DAL,2023-08-25,1,1,1.0
Jill Perez,18947956,DAL,2023-08-25,1,0,0.0
John Jones,77743148,HOU,2023-08-25,33,11,0.33
Valerie Martinez,11650492,FTW,2023-08-25,3,3,1.0
Chelsea Maddox,66295315,STX,2023-08-25,16,3,0.19
Chase Hammond,23514686,FTW,2023-08-25,5,1,0.2
Dorothy Mcbride,83218580,DAL,2023-08-25,40,39,0.98
Barbara Ryan,17568007,DAL,2023-08-25,25,24,0.96
Lynn Hawkins,87449731,HOU,2023-08-25,17,14,0.82
Clarence Gonzalez,2392005,HOU,2023-08-25,89,60,0.67
Anna Smith,2526554,FTW,2023-08-25,10,9,0.9
Peggy Tate,30840273,FTW,2023-08-25,25,23,0.92
Matthew Miles,88643207,FTW,2023-08-25,2,2,1.0
Ruth Hansen,26410811,OKC,2023-08-25,15,6,0.4
Melissa Jones,92375666,FTW,2023-08-25,82,37,0.45
Jose Lloyd,56962859,FTW,2023-08-25,35,26,0.74
Travis Hernandez,31868090,DAL,2023-08-25,45,2,0.04
Elaine Flores,82308356,OKC,2023-08-25,19,3,0.16
Kiara Williams,9364733,FTW,2023-08-25,3,1,0.33
Erin Johnson,47665349,HOU,2023-08-25,46,33,0.72
Kimberly Lawson,16559716,SHV,2023-08-25,20,4,0.2
Mary Watson,6002164,HOU,2023-08-25,7,0,0.0
David Newton,67750878,STX,2023-08-25,20,15,0.75
Rachel Parsons,26264579,FTW,2023-08-25,10,1,0.1
Karen Mathis,27600905,HOU,2023-08-25,0,0,
Jennifer Bowman,59486462,FTW,2023-08-25,11,8,0.73
Patrick Small,39057094,HOU,2023-08-25,9,6,0.67
Jeremy Fry,1481337,STX,2023-08-25,41,32,0.78
Denise Sanchez,58873729,SHV,2023-08-25,9,2,0.22
Miranda West,46967111,STX,2023-08-25,4,1,0.25
Jose Carroll,34218855,FTW,2023-08-25,13,13,1.0
Roberto Alexander,57320968,FTW,2023-08-25,123,109,0.89
Colin King,27389471,OKC,2023-08-25,7,7,1.0
Ethan Gallegos,3536701,HOU,2023-08-25,5,3,0.6
Brittany Webb,37390235,FTW,2023-08-25,49,40,0.82
Austin Herrera,60256606,STX,2023-08-25,32,6,0.19
Bryan Pham,7886301,STX,2023-08-25,17,14,0.82
Brian Taylor,75222115,FTW,2023-08-25,22,10,0.45
Jennifer Brown,57107385,DAL,2023-08-25,15,10,0.67
Tiffany Smith,69716341,SHV,2023-08-25,16,15,0.94
Kristy Jacobs,68190334,HOU,2023-08-25,3,0,0.0
Tony Powell,20879496,DAL,2023-08-25,5,2,0.4
Brandon Moreno,4793547,DAL,2023-08-25,5,1,0.2
Anna Nelson,14325942,SHV,2023-08-25,27,7,0.26
Jacob Carr,74843235,DAL,2023-08-25,58,35,0.6
Pamela Maldonado,81354516,STX,2023-08-25,16,2,0.12
Ryan Porter,34435132,OKC,2023-08-25,15,8,0.53
Hunter Munoz,80766757,OKC,2023-08-25,4,4,1.0
James Bartlett,92131686,OKC,2023-08-25,3,3,1.0
John Woodward,43839176,DAL,2023-08-25,12,0,0.0
Tina Brown,60561543,DAL,2023-08-25,2,0,0.0
Tina Hernandez,72195856,STX,2023-08-25,52,4,0.08
Monique Ray,64606888,HOU,2023-08-25,0,0,
Dave Graham,11267032,STX,2023-08-25,17,0,0.0
Timothy Mccormick,12800401,STX,2023-08-25,8,5,0.62
Adam Farmer,43978655,DAL,2023-08-25,6,6,1.0
Chris Madden,94850672,OKC,2023-08-25,47,7,0.15
Daniel Ibarra,42835825,HOU,2023-08-25,34,4,0.12
Gary Jennings,17112032,DAL,2023-08-25,23,5,0.22
Tracy Johnson,8933606,STX,2023-08-25,8,2,0.25
Sara Davis,40994287,FTW,2023-08-25,5,5,1.0
Michael Gonzales,94497229,DAL,2023-08-25,6,4,0.67
Michael Leach,87179195,STX,2023-08-25,18,14,0.78
Mark Flowers,41639238,HOU,2023-08-25,15,15,1.0
Janice Farmer,97058780,STX,2023-08-25,24,14,0.58
Jacob Hood,31301588,FTW,2023-08-25,5,4,0.8
Elizabeth Stevenson,94871444,STX,2023-08-25,16,15,0.94
Tanner Romero,34636635,SHV,2023-08-25,8,6,0.75
Karen Wells,69335321,FTW,2023-08-25,3,1,0.33
Erik Thompson,49016266,HOU,2023-08-25,1,0,0.0
Rhonda Brooks,13604223,OKC,2023-08-25,9,1,0.11
Brandon Harrell,33123179,SHV,2023-08-25,62,39,0.63
Caitlin George,47685118,HOU,2023-08-25,7,4,0.57
Eric Jackson,53018010,SHV,2023-08-25,4,3,0.75
Thomas Cummings,57246918,FTW,2023-08-25,16,4,0.25
Heather Fuller,16604091,STX,2023-08-25,1,1,1.0
Jimmy Ruiz,63589781,SHV,2023-08-25,25,11,0.44
Veronica Powell,36801459,OKC,2023-08-25,32,5,0.16
Wanda Stanton,4154277,STX,2023-08-25,41,28,0.68
Tami Cooke,14858504,DAL,2023-08-25,28,17,0.61
Lori Glover,31638930,FTW,2023-08-25,27,27,1.0
Cassandra Mckinney,6676986,FTW,2023-08-25,15,12,0.8
Amanda Edwards,65745320,OKC,2023-08-25,54,38,0.7
Stephanie Williams,94908655,STX,2023-08-25,0,0,
Sean Jensen,35869513,OKC,2023-08-25,4,3,0.75
Vicki Lucas,12893340,DAL,2023-08-25,28,25,0.89
Chris Strong,75702629,HOU,2023-08-25,10,5,0.5
Melody Morris,47601713,STX,2023-08-25,82,66,0.8
Brent Farmer,88724736,HOU,2023-08-25,56,7,0.12
Kaitlyn Riley,59208620,FTW,2023-08-25,4,1,0.25
Hunter Woods,75028321,DAL,2023-08-25,72,67,0.93
Jared Brown,52539361,FTW,2023-08-25,7,3,0.43
Tammy Martinez,70842924,DAL,2023-08-25,1,1,1.0
Amy Griffin,18363974,FTW,2023-08-25,7,3,0.43
Susan Carlson,16135607,OKC,2023-08-25,18,4,0.22
Aaron Gaines,52252216,SHV,2023-08-25,33,24,0.73
Jacob Mccormick,72130366,SHV,2023-08-25,16,10,0.62
Timothy Doyle,7543154,FTW,2023-08-25,6,3,0.5
Alexandria Bass,21931263,SHV,2023-08-25,1,1,1.0
Monique Davis,39583203,STX,2023-08-25,31,23,0.74
James Rhodes,91962453,FTW,2023-08-25,3,2,0.67
Matthew Sanchez,96730712,FTW,2023-08-25,1,1,1.0
Seth Tran,26028559,SHV,2023-08-25,4,1,0.25
Jacob Taylor,82557048,SHV,2023-08-25,13,5,0.38
David West,97218182,FTW,2023-08-25,10,0,0.0
Christina Hernandez,73867417,OKC,2023-08-25,49,1,0.02
James Montoya,80808297,SHV,2023-08-25,17,8,0.47
James Cook,28080912,HOU,2023-08-25,33,31,0.94
Lisa Cox,85448011,OKC,2023-08-25,10,3,0.3
James Thompson,54275980,SHV,2023-08-25,29,19,0.66
Brandy Miller,17426573,DAL,2023-08-25,0,0,
Matthew Smith,33080142,STX,2023-08-25,41,22,0.54
Jeffrey Smith,83152142,STX,2023-08-25,3,0,0.0
Bobby Cummings,30700646,HOU,2023-08-25,48,41,0.85
Sean Robertson,63184988,HOU,2023-08-25,19,12,0.63
Tammy Harris,75592235,STX,2023-08-25,17,17,1.0
Victoria Carlson,64573636,STX,2023-08-25,5,4,0.8
Ryan Brown,56185271,FTW,2023-08-25,19,5,0.26
Benjamin Stephens,34036186,DAL,2023-08-25,11,2,0.18
Douglas Nelson,7837865,OKC,2023-08-25,0,0,
Monica Saunders,77624219,STX,2023-08-25,5,1,0.2
Anne French,35660979,DAL,2023-08-25,4,2,0.5
Brian Fisher,76391571,DAL,2023-08-25,58,46,0.79
Jeanne Williamson,71039737,DAL,2023-08-25,63,57,0.9
Douglas Nichols,77270999,SHV,2023-08-28,1,1,1.0
David Ford,9977034,FTW,2023-08-28,0,0,
Sean Obrien,15537511,HOU,2023-08-28,7,7,1.0
Natalie Hopkins,40497336,SHV,2023-08-28,17,15,0.88
Stacy Turner,73458833,DAL,2023-08-28,11,10,0.91
James Harris,90946995,FTW,2023-08-28,41,9,0.22
Sarah Cook,26413709,SHV,2023-08-28,44,43,0.98
Amy Escobar,24798974,SHV,2023-08-28,21,9,0.43
Latoya Salazar,67499931,OKC,2023-08-28,9,0,0.0
Brenda Anderson,19927556,SHV,2023-08-28,31,23,0.74
Rachel Williams,82865659,FTW,2023-08-28,3,0,0.0
Dana Stewart,60786305,STX,2023-08-28,2,0,0.0
Sandra Harris,96132022,DAL,2023-08-28,14,14,1.0
James Roach,20716601,STX,2023-08-28,0,0,
Anna Arnold,66814478,DAL,2023-08-28,96,90,0.94
Jose Mendoza,69637807,HOU,2023-08-28,10,0,0.0
Charles Lloyd,98201322,OKC,2023-08-28,32,28,0.88
Sheryl Hill,34639709,DAL,2023-08-28,8,1,0.12
David Murray,6339396,DAL,2023-08-28,20,19,0.95
Patricia Jackson,39617078,SHV,2023-08-28,7,1,0.14
Jordan Riggs,45897467,DAL,2023-08-28,24,6,0.25
Gregory Stewart,4886122,HOU,2023-08-28,33,17,0.52
Mark Collier,9309564,OKC,2023-08-28,4,3,0.75
Lauren Singleton,42856486,STX,2023-08-28,19,10,0.53
Ronald Duarte,50493362,SHV,2023-08-28,57,19,0.33
John White,93384238,STX,2023-08-28,64,14,0.22
Sandra Hopkins,48756022,DAL,2023-08-28,6,3,0.5
Jill Perez,18947956,DAL,2023-08-28,88,45,0.51
John Jones,77743148,HOU,2023-08-28,44,4,0.09
Valerie Martinez,11650492,FTW,2023-08-28,1,1,1.0
Chelsea Maddox,66295315,STX,2023-08-28,7,4,0.57
Chase Hammond,23514686,FTW,2023-08-28,9,0,0.0
Dorothy Mcbride,83218580,DAL,2023-08-28,17,8,0.47
Barbara Ryan,17568007,DAL,2023-08-28,21,12,0.57
Lynn Hawkins,87449731,HOU,2023-08-28,64,25,0.39
Clarence Gonzalez,2392005,HOU,2023-08-28,3,3,1.0
Anna Smith,2526554,FTW,2023-08-28,15,11,0.73
Peggy Tate,30840273,FTW,2023-08-28,42,19,0.45
Matthew Miles,88643207,FTW,2023-08-28,33,31,0.94
Ruth Hansen,26410811,OKC,2023-08-28,8,3,0.38
Melissa Jones,92375666,FTW,2023-08-28,53,7,0.13
Jose Lloyd,56962859,FTW,2023-08-28,5,5,1.0
Travis Hernandez,31868090,DAL,2023-08-28,6,5,0.83
Elaine Flores,82308356,OKC,2023-08-28,16,13,0.81
Kiara Williams,9364733,FTW,2023-08-28,6,5,0.83
Erin Johnson,47665349,HOU,2023-08-28,0,0,
Kimberly Lawson,16559716,SHV,2023-08-28,5,3,0.6
Mary Watson,6002164,HOU,2023-08-28,22,8,0.36
David Newton,67750878,STX,2023-08-28,31,0,0.0
Rachel Parsons,26264579,FTW,2023-08-28,27,21,0.78
Karen Mathis,27600905,HOU,2023-08-28,27,5,0.19
Jennifer Bowman,59486462,FTW,2023-08-28,61,53,0.87
Patrick Small,39057094,HOU,2023-08-28,35,15,0.43
Jeremy Fry,1481337,STX,2023-08-28,8,4,0.5
Denise Sanchez,58873729,SHV,2023-08-28,34,15,0.44
Miranda West,46967111,STX,2023-08-28,25,8,0.32
Jose Carroll,34218855,FTW,2023-08-28,24,19,0.79
Roberto Alexander,57320968,FTW,2023-08-28,6,4,0.67
Colin King,27389471,OKC,2023-08-28,2,1,0.5
Ethan Gallegos,3536701,HOU,2023-08-28,7,6,0.86
Brittany Webb,37390235,FTW,2023-08-28,5,2,0.4
Austin Herrera,60256606,STX,2023-08-28,23,7,0.3
Bryan Pham,7886301,STX,2023-08-28,16,0,0.0
Brian Taylor,75222115,FTW,2023-08-28,6,2,0.33
Jennifer Brown,57107385,DAL,2023-08-28,36,1,0.03
Tiffany Smith,69716341,SHV,2023-08-28,33,2,0.06
Kristy Jacobs,68190334,HOU,2023-08-28,5,0,0.0
Tony Powell,20879496,DAL,2023-08-28,22,17,0.77
Brandon Moreno,4793547,DAL,2023-08-28,73,64,0.88
Anna Nelson,14325942,SHV,2023-08-28,1,1,1.0
Jacob Carr,74843235,DAL,2023-08-28,39,11,0.28
Pamela Maldonado,81354516,STX,2023-08-28,5,4,0.8
Ryan Porter,34435132,OKC,2023-08-28,3,3,1.0
Hunter Munoz,80766757,OKC,2023-08-28,51,27,0.53
James Bartlett,92131686,OKC,2023-08-28,19,5,0.26
John Woodward,43839176,DAL,2023-08-28,41,36,0.88
Tina Brown,60561543,DAL,2023-08-28,36,6,0.17
Tina Hernandez,72195856,STX,2023-08-28,4,4,1.0
Monique Ray,64606888,HOU,2023-08-28,6,6,1.0
Dave Graham,11267032,STX,2023-08-28,7,6,0.86
Timothy Mccormick,12800401,STX,2023-08-28,30,0,0.0
Adam Farmer,43978655,DAL,2023-08-28,23,18,0.78
Chris Madden,94850672,OKC,2023-08-28,47,41,0.87
Daniel Ibarra,42835825,HOU,2023-08-28,1,1,1.0
Gary Jennings,17112032,DAL,2023-08-28,18,5,0.28
Tracy Johnson,8933606,STX,2023-08-28,19,6,0.32
Sara Davis,40994287,FTW,2023-08-28,9,0,0.0
Michael Gonzales,94497229,DAL,2023-08-28,4,0,0.0
Michael Leach,87179195,STX,2023-08-28,7,6,0.86
Mark Flowers,41639238,HOU,2023-08-28,58,17,0.29
Janice Farmer,97058780,STX,2023-08-28,59,50,0.85
Jacob Hood,31301588,FTW,2023-08-28,7,6,0.86
Elizabeth Stevenson,94871444,STX,2023-08-28,18,15,0.83
Tanner Romero,34636635,SHV,2023-08-28,12,5,0.42
Karen Wells,69335321,FTW,2023-08-28,12,7,0.58
Erik Thompson,49016266,HOU,2023-08-28,57,53,0.93
Rhonda Brooks,13604223,OKC,2023-08-28,0,0,
Brandon Harrell,33123179,SHV,2023-08-28,10,8,0.8
Caitlin George,47685118,HOU,2023-08-28,9,0,0.0
Eric Jackson,53018010,SHV,2023-08-28,6,0,0.0
Thomas Cummings,57246918,FTW,2023-08-28,6,3,0.5
Heather Fuller,16604091,STX,2023-08-28,2,0,0.0
Jimmy Ruiz,63589781,SHV,2023-08-28,0,0,
Veronica Powell,36801459,OKC,2023-08-28,11,4,0.36
Wanda Stanton,4154277,STX,2023-08-28,22,21,0.95
Tami Cooke,14858504,DAL,2023-08-28,11,0,0.0
Lori Glover,31638930,FTW,2023-08-28,14,5,0.36
Cassandra Mckinney,6676986,FTW,2023-08-28,23,8,0.35
Amanda Edwards,65745320,OKC,2023-08-28,16,6,0.38
Stephanie Williams,94908655,STX,2023-08-28,31,15,0.48
Sean Jensen,35869513,OKC,2023-08-28,88,88,1.0
Vicki Lucas,12893340,DAL,2023-08-28,15,5,0.33
Chris Strong,75702629,HOU,2023-08-28,10,4,0.4
Melody Morris,47601713,STX,2023-08-28,3,2,0.67
Brent Farmer,88724736,HOU,2023-08-28,41,8,0.2
Kaitlyn Riley,59208620,FTW,2023-08-28,39,4,0.1
Hunter Woods,75028321,DAL,2023-08-28,22,17,0.77
Jared Brown,52539361,FTW,2023-08-28,50,23,0.46
Tammy Martinez,70842924,DAL,2023-08-28,17,3,0.18
Amy Griffin,18363974,FTW,2023-08-28,4,4,1.0
Susan Carlson,16135607,OKC,2023-08-28,2,2,1.0
Aaron Gaines,52252216,SHV,2023-08-28,0,0,
Jacob Mccormick,72130366,SHV,2023-08-28,29,11,0.38
Timothy Doyle,7543154,FTW,2023-08-28,4,3,0.75
Alexandria Bass,21931263,SHV,2023-08-28,28,20,0.71
Monique Davis,39583203,STX,2023-08-28,36,21,0.58
James Rhodes,91962453,FTW,2023-08-28,13,9,0.69
Matthew Sanchez,96730712,FTW,2023-08-28,25,14,0.56
Seth Tran,26028559,SHV,2023-08-28,3,0,0.0
Jacob Taylor,82557048,SHV,2023-08-28,32,32,1.0
David West,97218182,FTW,2023-08-28,1,0,0.0
Christina Hernandez,73867417,OKC,2023-08-28,36,9,0.25
James Montoya,80808297,SHV,2023-08-28,63,23,0.37
James Cook,28080912,HOU,2023-08-28,5,3,0.6
Lisa Cox,85448011,OKC,2023-08-28,5,3,0.6
James Thompson,54275980,SHV,2023-08-28,6,1,0.17
Brandy Miller,17426573,DAL,2023-08-28,24,21,0.88
Matthew Smith,33080142,STX,2023-08-28,55,11,0.2
Jeffrey Smith,83152142,STX,2023-08-28,5,5,1.0
Bobby Cummings,30700646,HOU,2023-08-28,75,50,0.67
Sean Robertson,63184988,HOU,2023-08-28,9,0,0.0
Tammy Harris,75592235,STX,2023-08-28,26,21,0.81
Victoria Carlson,64573636,STX,2023-08-28,7,1,0.14
Ryan Brown,56185271,FTW,2023-08-28,22,22,1.0
Benjamin Stephens,34036186,DAL,2023-08-28,6,5,0.83
Douglas Nelson,7837865,OKC,2023-08-28,12,10,0.83
Monica Saunders,77624219,STX,2023-08-28,9,2,0.22
Anne French,35660979,DAL,2023-08-28,44,16,0.36
Brian Fisher,76391571,DAL,2023-08-28,4,2,0.5
Jeanne Williamson,71039737,DAL,2023-08-28,14,8,0.57
Douglas Nichols,77270999,SHV,2023-08-29,24,16,0.67
David Ford,9977034,FTW,2023-08-29,14,1,0.07
Sean Obrien,15537511,HOU,2023-08-29,2,2,1.0
Natalie Hopkins,40497336,SHV,2023-08-29,17,10,0.59
Stacy Turner,73458833,DAL,2023-08-29,81,53,0.65
James Harris,90946995,FTW,2023-08-29,10,1,0.1
Sarah Cook,26413709,SHV,2023-08-29,34,20,0.59
Amy Escobar,24798974,SHV,2023-08-29,4,1,0.25
Latoya Salazar,67499931,OKC,2023-08-29,0,0,
Brenda Anderson,19927556,SHV,2023-08-29,16,7,0.44
Rachel Williams,82865659,FTW,2023-08-29,13,5,0.38
Dana Stewart,60786305,STX,2023-08-29,4,4,1.0
Sandra Harris,96132022,DAL,2023-08-29,43,38,0.88
James Roach,20716601,STX,2023-08-29,15,8,0.53
Anna Arnold,66814478,DAL,2023-08-29,5,0,0.0
Jose Mendoza,69637807,HOU,2023-08-29,7,6,0.86
Charles Lloyd,98201322,OKC,2023-08-29,19,15,0.79
Sheryl Hill,34639709,DAL,2023-08-29,0,0,
David Murray,6339396,DAL,2023-08-29,31,21,0.68
Patricia Jackson,39617078,SHV,2023-08-29,53,28,0.53
Jordan Riggs,45897467,DAL,2023-08-29,10,4,0.4
Gregory Stewart,4886122,HOU,2023-08-29,19,2,0.11
Mark Collier,9309564,OKC,2023-08-29,10,4,0.4
Lauren Singleton,42856486,STX,2023-08-29,44,0,0.0
Ronald Duarte,50493362,SHV,2023-08-29,59,36,0.61
John White,93384238,STX,2023-08-29,52,24,0.46
Sandra Hopkins,48756022,DAL,2023-08-29,4,1,0.25
Jill Perez,18947956,DAL,2023-08-29,12,1,0.08
John Jones,77743148,HOU,2023-08-29,9,3,0.33
Valerie Martinez,11650492,FTW,2023-08-29,3,3,1.0
Chelsea Maddox,66295315,STX,2023-08-29,15,12,0.8
Chase Hammond,23514686,FTW,2023-08-29,1,0,0.0
Dorothy Mcbride,83218580,DAL,2023-08-29,54,8,0.15
Barbara Ryan,17568007,DAL,2023-08-29,30,17,0.57
Lynn Hawkins,87449731,HOU,2023-08-29,2,1,0.5
Clarence Gonzalez,2392005,HOU,2023-08-29,11,0,0.0
Anna Smith,2526554,FTW,2023-08-29,13,6,0.46
Peggy Tate,30840273,FTW,2023-08-29,1,0,0.0
Matthew Miles,88643207,FTW,2023-08-29,34,3,0.09
Ruth Hansen,26410811,OKC,2023-08-29,18,0,0.0
Melissa Jones,92375666,FTW,2023-08-29,25,4,0.16
Jose Lloyd,56962859,FTW,2023-08-29,23,12,0.52
Travis Hernandez,31868090,DAL,2023-08-29,27,27,1.0
Elaine Flores,82308356,OKC,2023-08-29,10,2,0.2
Kiara Williams,9364733,FTW,2023-08-29,3,0,0.0
Erin Johnson,47665349,HOU,2023-08-29,35,3,0.09
Kimberly Lawson,16559716,SHV,2023-08-29,21,8,0.38
Mary Watson,6002164,HOU,2023-08-29,21,21,1.0
David Newton,67750878,STX,2023-08-29,23,11,0.48
Rachel Parsons,26264579,FTW,2023-08-29,2,1,0.5
Karen Mathis,27600905,HOU,2023-08-29,12,12,1.0
Jennifer Bowman,59486462,FTW,2023-08-29,11,7,0.64
Patrick Small,39057094,HOU,2023-08-29,2,1,0.5
Jeremy Fry,1481337,STX,2023-08-29,9,9,1.0
Denise Sanchez,58873729,SHV,2023-08-29,87,0,0.0
Miranda West,46967111,STX,2023-08-29,59,21,0.36
Jose Carroll,34218855,FTW,2023-08-29,25,20,0.8
Roberto Alexander,57320968,FTW,2023-08-29,29,18,0.62
Colin King,27389471,OKC,2023-08-29,1,1,1.0
Ethan Gallegos,3536701,HOU,2023-08-29,13,6,0.46
Brittany Webb,37390235,FTW,2023-08-29,37,4,0.11
Austin Herrera,60256606,STX,2023-08-29,10,8,0.8
Bryan Pham,7886301,STX,2023-08-29,0,0,
Brian Taylor,75222115,FTW,2023-08-29,1,1,1.0
Jennifer Brown,57107385,DAL,2023-08-29,37,19,0.51
Tiffany Smith,69716341,SHV,2023-08-29,34,11,0.32
Kristy Jacobs,68190334,HOU,2023-08-29,2,0,0.0
Tony Powell,20879496,DAL,2023-08-29,6,1,0.17
Brandon Moreno,4793547,DAL,2023-08-29,3,3,1.0
Anna Nelson,14325942,SHV,2023-08-29,44,24,0.55
Jacob Carr,74843235,DAL,2023-08-29,1,0,0.0
Pamela Maldonado,81354516,STX,2023-08-29,2,1,0.5
Ryan Porter,34435132,OKC,2023-08-29,2,0,0.0
Hunter Munoz,80766757,OKC,2023-08-29,12,8,0.67
James Bartlett,92131686,OKC,2023-08-29,15,8,0.53
John Woodward,43839176,DAL,2023-08-29,9,3,0.33
Tina Brown,60561543,DAL,2023-08-29,15,1,0.07
Tina Hernandez,72195856,STX,2023-08-29,34,31,0.91
Monique Ray,64606888,HOU,2023-08-29,53,2,0.04
Dave Graham,11267032,STX,2023-08-29,7,6,0.86
Timothy Mccormick,12800401,STX,2023-08-29,8,3,0.38
Adam Farmer,43978655,DAL,2023-08-29,84,84,1.0
Chris Madden,94850672,OKC,2023-08-29,12,6,0.5
Daniel Ibarra,42835825,HOU,2023-08-29,64,22,0.34
Gary Jennings,17112032,DAL,2023-08-29,27,13,0.48
Tracy Johnson,8933606,STX,2023-08-29,99,96,0.97
Sara Davis,40994287,FTW,2023-08-29,14,5,0.36
Michael Gonzales,94497229,DAL,2023-08-29,60,55,0.92
Michael Leach,87179195,STX,2023-08-29,85,70,0.82
Mark Flowers,41639238,HOU,2023-08-29,21,17,0.81
Janice Farmer,97058780,STX,2023-08-29,4,0,0.0
Jacob Hood,31301588,FTW,2023-08-29,22,3,0.14
Elizabeth Stevenson,94871444,STX,2023-08-29,31,24,0.77
Tanner Romero,34636635,SHV,2023-08-29,18,18,1.0
Karen Wells,69335321,FTW,2023-08-29,39,39,1.0
Erik Thompson,49016266,HOU,2023-08-29,8,6,0.75
Rhonda Brooks,13604223,OKC,2023-08-29,3,0,0.0
Brandon Harrell,33123179,SHV,2023-08-29,18,18,1.0
Caitlin George,47685118,HOU,2023-08-29,0,0,
Eric Jackson,53018010,SHV,2023-08-29,9,3,0.33
Thomas Cummings,57246918,FTW,2023-08-29,2,1,0.5
Heather Fuller,16604091,STX,2023-08-29,8,3,0.38
Jimmy Ruiz,63589781,SHV,2023-08-29,12,12,1.0
Veronica Powell,36801459,OKC,2023-08-29,6,1,0.17
Wanda Stanton,4154277,STX,2023-08-29,33,5,0.15
Tami Cooke,14858504,DAL,2023-08-29,18,5,0.28
Lori Glover,31638930,FTW,2023-08-29,9,5,0.56
Cassandra Mckinney,6676986,FTW,2023-08-29,16,11,0.69
Amanda Edwards,65745320,OKC,2023-08-29,8,3,0.38
Stephanie Williams,94908655,STX,2023-08-29,68,50,0.74
Sean Jensen,35869513,OKC,2023-08-29,6,1,0.17
Vicki Lucas,12893340,DAL,2023-08-29,2,2,1.0
Chris Strong,75702629,HOU,2023-08-29,16,8,0.5
Melody Morris,47601713,STX,2023-08-29,11,6,0.55
Brent Farmer,88724736,HOU,2023-08-29,46,6,0.13
Kaitlyn Riley,59208620,FTW,2023-08-29,9,6,0.67
Hunter Woods,75028321,DAL,2023-08-29,9,1,0.11
Jared Brown,52539361,FTW,2023-08-29,16,14,0.88
Tammy Martinez,70842924,DAL,2023-08-29,17,13,0.76
Amy Griffin,18363974,FTW,2023-08-29,11,11,1.0
Susan Carlson,16135607,OKC,2023-08-29,61,53,0.87
Aaron Gaines,52252216,SHV,2023-08-29,21,8,0.38
Jacob Mccormick,72130366,SHV,2023-08-29,5,5,1.0
Timothy Doyle,7543154,FTW,2023-08-29,56,38,0.68
Alexandria Bass,21931263,SHV,2023-08-29,41,16,0.39
Monique Davis,39583203,STX,2023-08-29,4,4,1.0
James Rhodes,91962453,FTW,2023-08-29,6,0,0.0
Matthew Sanchez,96730712,FTW,2023-08-29,8,2,0.25
Seth Tran,26028559,SHV,2023-08-29,50,27,0.54
Jacob Taylor,82557048,SHV,2023-08-29,0,0,
David West,97218182,FTW,2023-08-29,19,17,0.89
Christina Hernandez,73867417,OKC,2023-08-29,1,1,1.0
James Montoya,80808297,SHV,2023-08-29,0,0,
James Cook,28080912,HOU,2023-08-29,62,18,0.29
Lisa Cox,85448011,OKC,2023-08-29,4,3,0.75
James Thompson,54275980,SHV,2023-08-29,10,4,0.4
Brandy Miller,17426573,DAL,2023-08-29,50,41,0.82
Matthew Smith,33080142,STX,2023-08-29,37,12,0.32
Jeffrey Smith,83152142,STX,2023-08-29,6,4,0.67
Bobby Cummings,30700646,HOU,2023-08-29,10,6,0.6
Sean Robertson,63184988,HOU,2023-08-29,27,19,0.7
Tammy Harris,75592235,STX,2023-08-29,5,4,0.8
Victoria Carlson,64573636,STX,2023-08-29,28,11,0.39
Ryan Brown,56185271,FTW,2023-08-29,41,36,0.88
Benjamin Stephens,34036186,DAL,2023-08-29,6,2,0.33
Douglas Nelson,7837865,OKC,2023-08-29,7,5,0.71
Monica Saunders,77624219,STX,2023-08-29,19,2,0.11
Anne French,35660979,DAL,2023-08-29,2,1,0.5
Brian Fisher,76391571,DAL,2023-08-29,7,7,1.0
Jeanne Williamson,71039737,DAL,2023-08-29,56,56,1.0
Douglas Nichols,77270999,SHV,2023-08-30,0,0,
David Ford,9977034,FTW,2023-08-30,14,13,0.93
Sean Obrien,15537511,HOU,2023-08-30,0,0,
Natalie Hopkins,40497336,SHV,2023-08-30,82,56,0.68
Stacy Turner,73458833,DAL,2023-08-30,16,11,0.69
James Harris,90946995,FTW,2023-08-30,30,18,0.6
Sarah Cook,26413709,SHV,2023-08-30,12,2,0.17
Amy Escobar,24798974,SHV,2023-08-30,17,1,0.06
Latoya Salazar,67499931,OKC,2023-08-30,48,20,0.42
