Name,Employee ID,Service Center,Date,Bills per Hour,Handled Shipments,Damaged,First Punch to Scan,First Scan to Punch,Second Punch to Scan,Second Scan to Punch,Dock Time
Anne French,35660979,DAL,2023-08-18,3.5,15,0,7,12,17,16,4.29
Brian Fisher,76391571,DAL,2023-08-18,3.7,27,0,12,15,8,5,7.3
Jeanne Williamson,71039737,DAL,2023-08-18,3.5,15,0,16,2,12,15,4.29
Douglas Nichols,77270999,SHV,2023-08-21,9.2,79,1,2,5,6,2,8.59
David Ford,9977034,FTW,2023-08-21,7.7,21,0,8,9,3,35,2.73
Sean Obrien,15537511,HOU,2023-08-21,1.4,3,0,17,19,13,7,2.14
Natalie Hopkins,40497336,SHV,2023-08-21,11.5,51,1,11,8,17,15,4.43
Stacy Turner,73458833,DAL,2023-08-21,11.5,84,1,11,11,19,9,7.3
James Harris,90946995,FTW,2023-08-21,2.7,19,1,3,6,15,16,7.04
Sarah Cook,26413709,SHV,2023-08-21,10.4,40,0,11,16,48,3,3.85
Amy Escobar,24798974,SHV,2023-08-21,7.7,50,0,15,15,8,14,6.49
Latoya Salazar,67499931,OKC,2023-08-21,8.4,35,1,26,55,2,17,4.17
Brenda Anderson,19927556,SHV,2023-08-21,11.2,80,0,18,11,3,12,7.14
Rachel Williams,82865659,FTW,2023-08-21,1.7,18,1,6,14,14,9,10.59
Dana Stewart,60786305,STX,2023-08-21,1.3,9,0,15,12,12,6,6.92
Sandra Harris,96132022,DAL,2023-08-21,9.9,80,2,12,11,56,46,8.08
James Roach,20716601,STX,2023-08-21,1.7,20,1,15,13,18,8,11.76
Anna Arnold,66814478,DAL,2023-08-21,2.8,16,1,19,2,5,3,5.71
Jose Mendoza,69637807,HOU,2023-08-21,1.3,12,1,15,16,17,14,9.23
Charles Lloyd,98201322,OKC,2023-08-21,2.9,27,0,11,13,4,8,9.31
Sheryl Hill,34639709,DAL,2023-08-21,6.5,42,0,7,12,2,42,6.46
David Murray,6339396,DAL,2023-08-21,10.1,84,0,5,19,5,6,8.32
Patricia Jackson,39617078,SHV,2023-08-21,2.3,9,0,10,19,38,6,3.91
Jordan Riggs,45897467,DAL,2023-08-21,2.3,21,1,6,7,9,13,9.13
Gregory Stewart,4886122,HOU,2023-08-21,0.7,8,0,4,7,11,17,11.43
Mark Collier,9309564,OKC,2023-08-21,9.6,97,0,17,6,16,10,10.1
Lauren Singleton,42856486,STX,2023-08-21,5.2,54,0,14,8,8,59,10.38
Ronald Duarte,50493362,SHV,2023-08-21,2.8,15,0,5,11,5,16,5.36
John White,93384238,STX,2023-08-21,7.0,53,1,50,58,8,18,7.57
Sandra Hopkins,48756022,DAL,2023-08-21,6.1,27,1,4,7,4,19,4.43
Jill Perez,18947956,DAL,2023-08-21,0.9,7,0,18,12,12,11,7.78
John Jones,77743148,HOU,2023-08-21,3.7,39,0,6,3,3,19,10.54
Valerie Martinez,11650492,FTW,2023-08-21,2.3,9,1,14,17,7,11,3.91
Chelsea Maddox,66295315,STX,2023-08-21,1.3,2,0,2,11,10,10,1.54
Chase Hammond,23514686,FTW,2023-08-21,7.3,39,1,5,5,11,9,5.34
Dorothy Mcbride,83218580,DAL,2023-08-21,7.8,69,0,13,17,25,16,8.85
Barbara Ryan,17568007,DAL,2023-08-21,7.1,82,1,13,14,19,7,11.55
Lynn Hawkins,87449731,HOU,2023-08-21,9.1,45,3,10,18,11,53,4.95
Clarence Gonzalez,2392005,HOU,2023-08-21,9.4,98,0,7,11,14,17,10.43
Anna Smith,2526554,FTW,2023-08-21,10.7,42,0,6,3,62,13,3.93
Peggy Tate,30840273,FTW,2023-08-21,8.6,38,0,15,7,3,6,4.42
Matthew Miles,88643207,FTW,2023-08-21,4.5,36,1,8,4,12,5,8.0
Ruth Hansen,26410811,OKC,2023-08-21,3.3,32,0,9,18,18,9,9.7
Melissa Jones,92375666,FTW,2023-08-21,3.5,26,1,11,19,9,12,7.43
Jose Lloyd,56962859,FTW,2023-08-21,0.9,7,1,12,3,13,14,7.78
Travis Hernandez,31868090,DAL,2023-08-21,6.8,52,1,54,62,14,2,7.65
Elaine Flores,82308356,OKC,2023-08-21,5.9,54,0,7,14,2,14,9.15
Kiara Williams,9364733,FTW,2023-08-21,4.0,42,1,12,5,4,16,10.5
Erin Johnson,47665349,HOU,2023-08-21,10.4,33,0,4,15,28,27,3.17
Kimberly Lawson,16559716,SHV,2023-08-21,4.7,50,1,7,11,13,56,10.64
Mary Watson,6002164,HOU,2023-08-21,2.4,16,0,6,2,4,18,6.67
David Newton,67750878,STX,2023-08-21,8.9,97,0,6,8,2,17,10.9
Rachel Parsons,26264579,FTW,2023-08-21,8.4,75,1,3,14,19,15,8.93
Karen Mathis,27600905,HOU,2023-08-21,8.9,28,1,8,16,2,5,3.15
Jennifer Bowman,59486462,FTW,2023-08-21,8.7,56,0,15,6,3,14,6.44
Patrick Small,39057094,HOU,2023-08-21,10.9,23,0,14,12,6,14,2.11
Jeremy Fry,1481337,STX,2023-08-21,6.4,20,0,3,3,16,18,3.12
Denise Sanchez,58873729,SHV,2023-08-21,2.7,16,0,6,12,6,6,5.93
Miranda West,46967111,STX,2023-08-21,9.8,66,1,2,18,15,9,6.73
Jose Carroll,34218855,FTW,2023-08-21,2.7,22,2,11,3,13,32,8.15
Roberto Alexander,57320968,FTW,2023-08-21,11.5,47,1,18,9,4,4,4.09
Colin King,27389471,OKC,2023-08-21,4.1,15,0,17,10,61,11,3.66
Ethan Gallegos,3536701,HOU,2023-08-21,4.3,33,1,49,61,4,12,7.67
Brittany Webb,37390235,FTW,2023-08-21,2.3,21,0,5,11,42,6,9.13
Austin Herrera,60256606,STX,2023-08-21,1.8,10,0,6,17,17,17,5.56
Bryan Pham,7886301,STX,2023-08-21,5.0,45,1,5,6,2,5,9.0
Brian Taylor,75222115,FTW,2023-08-21,5.4,52,1,12,14,16,6,9.63
Jennifer Brown,57107385,DAL,2023-08-21,11.4,83,1,19,13,7,13,7.28
Tiffany Smith,69716341,SHV,2023-08-21,8.1,74,0,2,3,2,10,9.14
Kristy Jacobs,68190334,HOU,2023-08-21,6.1,39,1,3,4,14,15,6.39
Tony Powell,20879496,DAL,2023-08-21,9.8,63,1,12,17,17,46,6.43
Brandon Moreno,4793547,DAL,2023-08-21,7.6,88,1,13,9,17,10,11.58
Anna Nelson,14325942,SHV,2023-08-21,5.0,36,1,9,10,15,11,7.2
Jacob Carr,74843235,DAL,2023-08-21,0.9,6,1,4,3,17,16,6.67
Pamela Maldonado,81354516,STX,2023-08-21,2.5,29,0,2,4,32,6,11.6
Ryan Porter,34435132,OKC,2023-08-21,9.1,91,0,16,19,7,11,10.0
Hunter Munoz,80766757,OKC,2023-08-21,6.7,41,1,2,14,12,13,6.12
James Bartlett,92131686,OKC,2023-08-21,0.6,2,0,16,10,11,12,3.33
John Woodward,43839176,DAL,2023-08-21,6.0,45,0,3,19,2,54,7.5
Tina Brown,60561543,DAL,2023-08-21,6.9,51,0,66,39,19,9,7.39
Tina Hernandez,72195856,STX,2023-08-21,10.1,20,0,7,19,10,13,1.98
Monique Ray,64606888,HOU,2023-08-21,11.2,57,2,11,16,7,61,5.09
Dave Graham,11267032,STX,2023-08-21,10.9,57,0,11,11,14,11,5.23
Timothy Mccormick,12800401,STX,2023-08-21,1.6,3,0,8,5,9,18,1.88
Adam Farmer,43978655,DAL,2023-08-21,8.6,79,1,7,15,18,9,9.19
Chris Madden,94850672,OKC,2023-08-21,10.8,32,1,6,16,11,4,2.96
Daniel Ibarra,42835825,HOU,2023-08-21,4.2,43,0,13,16,8,12,10.24
Gary Jennings,17112032,DAL,2023-08-21,11.0,113,0,3,14,44,10,10.27
Tracy Johnson,8933606,STX,2023-08-21,0.7,3,1,14,2,17,15,4.29
Sara Davis,40994287,FTW,2023-08-21,2.1,8,0,18,11,4,14,3.81
Michael Gonzales,94497229,DAL,2023-08-21,8.5,41,1,13,14,9,16,4.82
Michael Leach,87179195,STX,2023-08-21,10.3,38,1,13,10,9,2,3.69
Mark Flowers,41639238,HOU,2023-08-21,11.6,63,1,5,3,17,45,5.43
Janice Farmer,97058780,STX,2023-08-21,4.2,38,1,4,15,10,7,9.05
Jacob Hood,31301588,FTW,2023-08-21,7.0,16,1,7,13,7,19,2.29
Elizabeth Stevenson,94871444,STX,2023-08-21,3.4,40,1,4,5,2,2,11.76
Tanner Romero,34636635,SHV,2023-08-21,5.3,42,0,66,21,10,12,7.92
Karen Wells,69335321,FTW,2023-08-21,1.4,8,1,6,7,12,10,5.71
Erik Thompson,49016266,HOU,2023-08-21,11.4,80,0,17,3,5,15,7.02
Rhonda Brooks,13604223,OKC,2023-08-21,11.8,96,0,14,5,4,16,8.14
Brandon Harrell,33123179,SHV,2023-08-21,1.7,11,1,16,18,26,18,6.47
Caitlin George,47685118,HOU,2023-08-21,5.6,15,0,12,11,7,12,2.68
Eric Jackson,53018010,SHV,2023-08-21,2.3,6,1,11,10,17,7,2.61
Thomas Cummings,57246918,FTW,2023-08-21,1.5,5,2,3,9,10,36,3.33
Heather Fuller,16604091,STX,2023-08-21,2.1,12,1,5,19,16,15,5.71
Jimmy Ruiz,63589781,SHV,2023-08-21,2.3,27,0,6,7,9,11,11.74
Veronica Powell,36801459,OKC,2023-08-21,3.2,29,0,14,5,9,13,9.06
Wanda Stanton,4154277,STX,2023-08-21,1.7,5,0,8,4,9,68,2.94
Tami Cooke,14858504,DAL,2023-08-21,10.3,30,0,18,15,14,18,2.91
Lori Glover,31638930,FTW,2023-08-21,5.2,33,1,11,18,2,13,6.35
Cassandra Mckinney,6676986,FTW,2023-08-21,4.4,31,1,6,3,8,2,7.05
Amanda Edwards,65745320,OKC,2023-08-21,0.6,5,1,9,12,25,14,8.33
Stephanie Williams,94908655,STX,2023-08-21,0.7,6,1,16,7,6,19,8.57
Sean Jensen,35869513,OKC,2023-08-21,11.0,74,0,29,48,57,16,6.73
Vicki Lucas,12893340,DAL,2023-08-21,10.4,59,0,12,13,6,39,5.67
Chris Strong,75702629,HOU,2023-08-21,6.2,68,1,7,18,14,13,10.97
Melody Morris,47601713,STX,2023-08-21,11.8,63,1,3,7,16,5,5.34
Brent Farmer,88724736,HOU,2023-08-21,7.3,43,1,15,13,3,11,5.89
Kaitlyn Riley,59208620,FTW,2023-08-21,4.9,58,1,12,17,2,8,11.84
Hunter Woods,75028321,DAL,2023-08-21,2.9,6,0,16,17,5,10,2.07
Jared Brown,52539361,FTW,2023-08-21,8.9,54,1,15,2,3,7,6.07
Tammy Martinez,70842924,DAL,2023-08-21,4.0,44,0,7,16,9,10,11.0
Amy Griffin,18363974,FTW,2023-08-21,3.8,36,1,7,2,9,18,9.47
Susan Carlson,16135607,OKC,2023-08-21,4.1,30,1,9,11,8,12,7.32
Aaron Gaines,52252216,SHV,2023-08-21,4.1,38,0,11,5,16,19,9.27
Jacob Mccormick,72130366,SHV,2023-08-21,9.3,67,2,2,8,10,68,7.2
Timothy Doyle,7543154,FTW,2023-08-21,1.1,9,1,4,19,32,11,8.18
Alexandria Bass,21931263,SHV,2023-08-21,6.3,48,0,13,11,6,4,7.62
Monique Davis,39583203,STX,2023-08-21,4.4,38,1,3,5,6,11,8.64
James Rhodes,91962453,FTW,2023-08-21,9.7,90,1,6,3,10,9,9.28
Matthew Sanchez,96730712,FTW,2023-08-21,7.6,65,0,40,67,11,13,8.55
Seth Tran,26028559,SHV,2023-08-21,8.7,46,1,17,2,9,16,5.29
Jacob Taylor,82557048,SHV,2023-08-21,4.8,39,1,13,5,10,13,8.12
David West,97218182,FTW,2023-08-21,3.8,24,1,9,5,11,2,6.32
Christina Hernandez,73867417,OKC,2023-08-21,6.4,48,1,14,6,6,6,7.5
James Montoya,80808297,SHV,2023-08-21,1.2,7,0,5,18,39,5,5.83
James Cook,28080912,HOU,2023-08-21,8.7,24,1,12,14,2,36,2.76
Lisa Cox,85448011,OKC,2023-08-21,6.7,43,1,3,13,11,19,6.42
James Thompson,54275980,SHV,2023-08-21,2.1,20,0,11,11,17,5,9.52
Brandy Miller,17426573,DAL,2023-08-21,9.7,84,1,13,14,22,13,8.66
Matthew Smith,33080142,STX,2023-08-21,10.7,117,1,16,8,2,16,10.93
Jeffrey Smith,83152142,STX,2023-08-21,5.6,38,0,3,10,3,7,6.79
Bobby Cummings,30700646,HOU,2023-08-21,5.5,44,1,15,8,16,9,8.0
Sean Robertson,63184988,HOU,2023-08-21,7.6,50,1,5,19,9,15,6.58
Tammy Harris,75592235,STX,2023-08-21,1.0,8,0,7,11,5,11,8.0
Victoria Carlson,64573636,STX,2023-08-21,6.3,59,0,19,15,11,2,9.37
Ryan Brown,56185271,FTW,2023-08-21,4.7,21,0,19,15,15,10,4.47
Benjamin Stephens,34036186,DAL,2023-08-21,8.0,67,3,48,66,2,52,8.38
Douglas Nelson,7837865,OKC,2023-08-21,2.1,22,0,19,12,7,3,10.48
Monica Saunders,77624219,STX,2023-08-21,10.3,73,1,14,11,11,16,7.09
Anne French,35660979,DAL,2023-08-21,6.1,66,1,12,18,7,2,10.82
Brian Fisher,76391571,DAL,2023-08-21,0.7,3,1,15,18,17,8,4.29
Jeanne Williamson,71039737,DAL,2023-08-21,3.6,35,1,12,5,49,9,9.72
Douglas Nichols,77270999,SHV,2023-08-22,4.5,17,0,5,14,10,9,3.78
David Ford,9977034,FTW,2023-08-22,2.3,19,1,10,12,15,12,8.26
Sean Obrien,15537511,HOU,2023-08-22,4.1,14,0,19,18,10,6,3.41
Natalie Hopkins,40497336,SHV,2023-08-22,11.8,140,0,19,15,8,7,11.86
Stacy Turner,73458833,DAL,2023-08-22,1.5,13,0,6,18,9,17,8.67
James Harris,90946995,FTW,2023-08-22,2.8,11,1,8,8,14,24,3.93
Sarah Cook,26413709,SHV,2023-08-22,3.6,23,1,12,10,40,16,6.39
Amy Escobar,24798974,SHV,2023-08-22,3.8,43,0,2,16,19,12,11.32
Latoya Salazar,67499931,OKC,2023-08-22,4.4,37,0,11,11,5,7,8.41
Brenda Anderson,19927556,SHV,2023-08-22,1.9,3,0,6,4,7,4,1.58
Rachel Williams,82865659,FTW,2023-08-22,0.5,5,1,16,17,3,10,10.0
Dana Stewart,60786305,STX,2023-08-22,2.4,20,0,22,21,17,8,8.33
Sandra Harris,96132022,DAL,2023-08-22,4.6,12,1,16,19,48,44,2.61
James Roach,20716601,STX,2023-08-22,3.1,17,1,8,10,9,18,5.48
Anna Arnold,66814478,DAL,2023-08-22,10.7,89,1,6,10,12,5,8.32
Jose Mendoza,69637807,HOU,2023-08-22,4.0,33,1,18,7,8,16,8.25
Charles Lloyd,98201322,OKC,2023-08-22,10.7,41,3,17,2,13,21,3.83
Sheryl Hill,34639709,DAL,2023-08-22,9.9,67,0,9,5,6,16,6.77
David Murray,6339396,DAL,2023-08-22,3.6,8,1,12,13,6,14,2.22
Patricia Jackson,39617078,SHV,2023-08-22,6.7,18,1,9,6,5,6,2.69
Jordan Riggs,45897467,DAL,2023-08-22,6.5,51,0,15,8,6,8,7.85
Gregory Stewart,4886122,HOU,2023-08-22,3.8,35,0,3,2,7,8,9.21
Mark Collier,9309564,OKC,2023-08-22,2.0,8,1,17,16,15,11,4.0
Lauren Singleton,42856486,STX,2023-08-22,11.0,120,0,7,9,4,15,10.91
Ronald Duarte,50493362,SHV,2023-08-22,2.2,4,0,10,3,10,4,1.82
John White,93384238,STX,2023-08-22,8.8,26,0,6,11,57,12,2.95
Sandra Hopkins,48756022,DAL,2023-08-22,3.5,41,1,7,8,19,7,11.71
Jill Perez,18947956,DAL,2023-08-22,7.5,32,0,3,17,4,21,4.27
John Jones,77743148,HOU,2023-08-22,7.5,47,0,32,64,15,14,6.27
Valerie Martinez,11650492,FTW,2023-08-22,5.5,14,1,2,13,19,18,2.55
Chelsea Maddox,66295315,STX,2023-08-22,2.8,21,0,8,3,53,7,7.5
Chase Hammond,23514686,FTW,2023-08-22,6.8,49,1,16,12,12,7,7.21
Dorothy Mcbride,83218580,DAL,2023-08-22,4.8,20,1,8,13,17,9,4.17
Barbara Ryan,17568007,DAL,2023-08-22,9.4,50,0,19,17,3,3,5.32
Lynn Hawkins,87449731,HOU,2023-08-22,7.0,21,1,13,15,17,8,3.0
Clarence Gonzalez,2392005,HOU,2023-08-22,6.2,73,1,11,7,2,6,11.77
Anna Smith,2526554,FTW,2023-08-22,3.2,18,1,12,6,13,2,5.62
Peggy Tate,30840273,FTW,2023-08-22,2.2,14,1,2,10,17,17,6.36
Matthew Miles,88643207,FTW,2023-08-22,7.5,42,3,15,17,53,68,5.6
Ruth Hansen,26410811,OKC,2023-08-22,8.2,74,1,5,15,17,13,9.02
Melissa Jones,92375666,FTW,2023-08-22,7.5,40,1,2,6,10,3,5.33
Jose Lloyd,56962859,FTW,2023-08-22,9.5,52,0,10,3,19,60,5.47
Travis Hernandez,31868090,DAL,2023-08-22,5.5,65,0,7,4,16,17,11.82
Elaine Flores,82308356,OKC,2023-08-22,9.0,39,0,15,7,10,19,4.33
Kiara Williams,9364733,FTW,2023-08-22,3.1,34,0,5,11,12,6,10.97
Erin Johnson,47665349,HOU,2023-08-22,10.4,80,0,55,39,15,2,7.69
Kimberly Lawson,16559716,SHV,2023-08-22,9.7,102,1,16,9,15,12,10.52
Mary Watson,6002164,HOU,2023-08-22,4.0,20,0,16,9,16,5,5.0
David Newton,67750878,STX,2023-08-22,5.1,32,0,8,15,3,11,6.27
Rachel Parsons,26264579,FTW,2023-08-22,0.9,4,1,9,3,9,63,4.44
Karen Mathis,27600905,HOU,2023-08-22,1.0,4,0,19,5,19,5,4.0
Jennifer Bowman,59486462,FTW,2023-08-22,6.9,62,0,9,17,29,7,8.99
Patrick Small,39057094,HOU,2023-08-22,9.5,59,0,17,14,4,3,6.21
Jeremy Fry,1481337,STX,2023-08-22,9.5,54,1,9,19,16,17,5.68
Denise Sanchez,58873729,SHV,2023-08-22,7.4,47,1,2,3,44,19,6.35
Miranda West,46967111,STX,2023-08-22,5.1,48,0,19,17,17,15,9.41
Jose Carroll,34218855,FTW,2023-08-22,3.6,22,0,13,12,19,17,6.11
Roberto Alexander,57320968,FTW,2023-08-22,2.0,18,0,3,17,10,12,9.0
Colin King,27389471,OKC,2023-08-22,9.1,33,1,8,15,9,9,3.63
Ethan Gallegos,3536701,HOU,2023-08-22,1.0,3,0,9,10,10,5,3.0
Brittany Webb,37390235,FTW,2023-08-22,1.3,14,3,16,15,11,34,10.77
Austin Herrera,60256606,STX,2023-08-22,4.8,20,1,7,10,8,2,4.17
Bryan Pham,7886301,STX,2023-08-22,11.7,73,0,24,59,16,2,6.24
Brian Taylor,75222115,FTW,2023-08-22,6.6,51,0,4,3,9,9,7.73
Jennifer Brown,57107385,DAL,2023-08-22,3.7,10,1,13,18,52,16,2.7
Tiffany Smith,69716341,SHV,2023-08-22,2.2,21,1,6,18,19,8,9.55
Kristy Jacobs,68190334,HOU,2023-08-22,1.3,4,0,18,18,7,7,3.08
Tony Powell,20879496,DAL,2023-08-22,5.1,30,0,5,15,18,16,5.88
Brandon Moreno,4793547,DAL,2023-08-22,4.5,9,1,18,19,16,14,2.0
Anna Nelson,14325942,SHV,2023-08-22,8.5,66,0,11,3,13,9,7.76
Jacob Carr,74843235,DAL,2023-08-22,7.8,66,0,10,16,12,44,8.46
Pamela Maldonado,81354516,STX,2023-08-22,11.5,103,1,9,17,16,58,8.96
Ryan Porter,34435132,OKC,2023-08-22,4.6,44,0,7,5,4,2,9.57
Hunter Munoz,80766757,OKC,2023-08-22,3.5,14,0,8,12,4,16,4.0
James Bartlett,92131686,OKC,2023-08-22,1.6,5,0,2,10,19,13,3.12
John Woodward,43839176,DAL,2023-08-22,8.6,26,0,10,14,4,15,3.02
Tina Brown,60561543,DAL,2023-08-22,10.6,27,0,6,6,16,5,2.55
Tina Hernandez,72195856,STX,2023-08-22,5.6,28,1,12,5,47,7,5.0
Monique Ray,64606888,HOU,2023-08-22,9.1,94,0,11,9,54,10,10.33
Dave Graham,11267032,STX,2023-08-22,3.9,29,1,46,27,17,5,7.44
Timothy Mccormick,12800401,STX,2023-08-22,9.3,47,1,18,19,15,19,5.05
Adam Farmer,43978655,DAL,2023-08-22,5.5,21,1,13,7,11,12,3.82
Chris Madden,94850672,OKC,2023-08-22,7.6,30,3,11,10,4,58,3.95
Daniel Ibarra,42835825,HOU,2023-08-22,11.8,96,0,19,6,8,15,8.14
Gary Jennings,17112032,DAL,2023-08-22,1.5,3,0,9,18,7,8,2.0
Tracy Johnson,8933606,STX,2023-08-22,10.8,41,1,2,17,16,9,3.8
Sara Davis,40994287,FTW,2023-08-22,2.2,18,0,2,8,9,17,8.18
Michael Gonzales,94497229,DAL,2023-08-22,9.2,95,1,19,11,12,9,10.33
Michael Leach,87179195,STX,2023-08-22,4.0,34,1,10,17,7,15,8.5
Mark Flowers,41639238,HOU,2023-08-22,7.6,17,0,19,11,12,9,2.24
Janice Farmer,97058780,STX,2023-08-22,7.5,68,0,11,16,48,14,9.07
Jacob Hood,31301588,FTW,2023-08-22,10.5,35,1,7,3,5,13,3.33
Elizabeth Stevenson,94871444,STX,2023-08-22,4.2,33,1,8,3,3,13,7.86
Tanner Romero,34636635,SHV,2023-08-22,7.1,33,1,6,18,12,40,4.65
Karen Wells,69335321,FTW,2023-08-22,9.0,94,1,18,11,2,18,10.44
Erik Thompson,49016266,HOU,2023-08-22,8.9,39,1,10,8,5,2,4.38
Rhonda Brooks,13604223,OKC,2023-08-22,6.8,13,0,62,36,4,2,1.91
Brandon Harrell,33123179,SHV,2023-08-22,3.5,41,1,13,15,17,14,11.71
Caitlin George,47685118,HOU,2023-08-22,6.9,48,1,11,4,5,13,6.96
Eric Jackson,53018010,SHV,2023-08-22,5.8,69,0,14,5,19,49,11.9
Thomas Cummings,57246918,FTW,2023-08-22,3.3,19,0,6,8,19,12,5.76
Heather Fuller,16604091,STX,2023-08-22,7.1,64,1,8,18,14,5,9.01
Jimmy Ruiz,63589781,SHV,2023-08-22,5.1,12,1,13,18,33,6,2.35
Veronica Powell,36801459,OKC,2023-08-22,9.6,62,1,11,9,39,16,6.46
Wanda Stanton,4154277,STX,2023-08-22,10.5,25,2,12,3,19,63,2.38
Tami Cooke,14858504,DAL,2023-08-22,3.9,39,1,13,9,2,8,10.0
Lori Glover,31638930,FTW,2023-08-22,2.8,16,0,17,18,12,19,5.71
Cassandra Mckinney,6676986,FTW,2023-08-22,11.0,93,0,6,19,15,5,8.45
Amanda Edwards,65745320,OKC,2023-08-22,11.3,85,0,19,8,14,9,7.52
Stephanie Williams,94908655,STX,2023-08-22,7.4,15,0,16,9,10,19,2.03
Sean Jensen,35869513,OKC,2023-08-22,1.9,17,0,13,17,19,15,8.95
Vicki Lucas,12893340,DAL,2023-08-22,1.9,20,1,4,5,11,6,10.53
Chris Strong,75702629,HOU,2023-08-22,11.4,119,1,3,8,10,15,10.44
Melody Morris,47601713,STX,2023-08-22,0.9,9,1,64,39,6,6,10.0
Brent Farmer,88724736,HOU,2023-08-22,9.4,66,1,15,4,11,12,7.02
Kaitlyn Riley,59208620,FTW,2023-08-22,11.4,131,0,3,5,12,64,11.49
Hunter Woods,75028321,DAL,2023-08-22,6.7,69,0,4,10,35,6,10.3
Jared Brown,52539361,FTW,2023-08-22,6.0,22,1,18,17,19,10,3.67
Tammy Martinez,70842924,DAL,2023-08-22,11.2,121,0,6,19,8,15,10.8
Amy Griffin,18363974,FTW,2023-08-22,3.9,11,0,15,19,12,19,2.82
Susan Carlson,16135607,OKC,2023-08-22,5.0,25,1,13,4,12,4,5.0
Aaron Gaines,52252216,SHV,2023-08-22,4.0,21,1,11,6,18,7,5.25
Jacob Mccormick,72130366,SHV,2023-08-22,8.9,49,0,7,15,19,6,5.51
Timothy Doyle,7543154,FTW,2023-08-22,5.1,38,0,3,14,5,5,7.45
Alexandria Bass,21931263,SHV,2023-08-22,6.6,75,0,6,7,6,14,11.36
Monique Davis,39583203,STX,2023-08-22,0.7,7,1,15,16,2,9,10.0
James Rhodes,91962453,FTW,2023-08-22,6.2,29,2,15,18,24,38,4.68
Matthew Sanchez,96730712,FTW,2023-08-22,5.0,20,1,12,6,7,18,4.0
Seth Tran,26028559,SHV,2023-08-22,4.3,9,1,12,4,16,69,2.09
Jacob Taylor,82557048,SHV,2023-08-22,2.5,24,1,9,14,24,13,9.6
David West,97218182,FTW,2023-08-22,1.4,11,1,63,45,10,11,7.86
Christina Hernandez,73867417,OKC,2023-08-22,3.7,28,0,11,5,17,11,7.57
James Montoya,80808297,SHV,2023-08-22,3.2,26,0,11,12,5,18,8.12
James Cook,28080912,HOU,2023-08-22,4.9,18,0,7,9,12,3,3.67
Lisa Cox,85448011,OKC,2023-08-22,5.1,23,1,4,8,16,8,4.51
James Thompson,54275980,SHV,2023-08-22,10.8,76,0,16,17,14,11,7.04
Brandy Miller,17426573,DAL,2023-08-22,5.5,59,0,19,15,17,19,10.73
Matthew Smith,33080142,STX,2023-08-22,7.4,61,1,13,2,18,43,8.24
Jeffrey Smith,83152142,STX,2023-08-22,4.7,29,0,12,10,6,16,6.17
Bobby Cummings,30700646,HOU,2023-08-22,10.1,99,1,14,2,12,12,9.8
Sean Robertson,63184988,HOU,2023-08-22,1.9,17,0,18,2,3,12,8.95
Tammy Harris,75592235,STX,2023-08-22,4.1,16,0,3,18,12,12,3.9
Victoria Carlson,64573636,STX,2023-08-22,9.0,48,0,9,6,44,18,5.33
Ryan Brown,56185271,FTW,2023-08-22,9.7,30,1,6,18,19,19,3.09
Benjamin Stephens,34036186,DAL,2023-08-22,5.1,29,0,4,15,18,9,5.69
Douglas Nelson,7837865,OKC,2023-08-22,3.6,23,1,6,6,9,13,6.39
Monica Saunders,77624219,STX,2023-08-22,4.3,31,0,13,17,8,13,7.21
Anne French,35660979,DAL,2023-08-22,0.8,1,1,59,41,11,2,1.25
Brian Fisher,76391571,DAL,2023-08-22,11.5,24,3,13,4,7,57,2.09
Jeanne Williamson,71039737,DAL,2023-08-22,3.7,14,0,12,3,14,9,3.78
Douglas Nichols,77270999,SHV,2023-08-23,11.6,110,1,16,2,64,15,9.48
David Ford,9977034,FTW,2023-08-23,6.6,48,1,3,10,14,16,7.27
Sean Obrien,15537511,HOU,2023-08-23,7.2,35,1,6,5,4,19,4.86
Natalie Hopkins,40497336,SHV,2023-08-23,4.6,42,1,19,12,11,9,9.13
Stacy Turner,73458833,DAL,2023-08-23,5.5,40,1,3,8,5,15,7.27
James Harris,90946995,FTW,2023-08-23,11.1,58,0,14,11,41,2,5.23
Sarah Cook,26413709,SHV,2023-08-23,11.7,102,0,17,10,5,14,8.72
Amy Escobar,24798974,SHV,2023-08-23,4.2,38,1,18,13,6,40,9.05
Latoya Salazar,67499931,OKC,2023-08-23,1.7,8,1,5,2,16,3,4.71
Brenda Anderson,19927556,SHV,2023-08-23,7.6,87,0,8,7,18,51,11.45
Rachel Williams,82865659,FTW,2023-08-23,5.6,57,1,4,16,14,10,10.18
Dana Stewart,60786305,STX,2023-08-23,5.6,36,0,13,8,15,19,6.43
Sandra Harris,96132022,DAL,2023-08-23,4.4,8,0,8,9,18,5,1.82
James Roach,20716601,STX,2023-08-23,10.4,58,0,10,11,14,8,5.58
Anna Arnold,66814478,DAL,2023-08-23,9.8,110,0,41,52,2,17,11.22
Jose Mendoza,69637807,HOU,2023-08-23,8.2,88,0,19,11,6,7,10.73
Charles Lloyd,98201322,OKC,2023-08-23,9.9,118,1,8,16,11,5,11.92
Sheryl Hill,34639709,DAL,2023-08-23,6.2,36,0,18,3,17,13,5.81
David Murray,6339396,DAL,2023-08-23,5.3,45,1,16,19,33,7,8.49
Patricia Jackson,39617078,SHV,2023-08-23,5.5,65,0,17,7,18,4,11.82
